,energy_density,magnetization_density,h
286,-3.9616,-0.9936,0.6597144607126413
287,-3.8592,-0.9776,0.6597144607126413
288,-3.8976,-0.9872,0.6597144607126413
289,-4.0,-1.0,0.6597144607126413
290,-3.68,-0.9424,0.615256450944219
291,-3.9488,-0.9936,0.615256450944219
292,-3.8848,-0.984,0.615256450944219
293,-3.8976,-0.9872,0.615256450944219
294,-3.8848,-0.984,0.615256450944219
295,-2.5536,0.4752,0.429135233704583
296,-2.7328,0.5424,0.429135233704583
297,-3.0144,-0.8112,0.429135233704583
298,-2.9248,-0.7568,0.429135233704583
299,-2.3872,0.0624,0.429135233704583
300,-0.7616,-0.1008,0.18797169612017578
301,-0.7616,-0.0272,0.18797169612017578
302,-0.6464,-0.0912,0.18797169612017578
303,-0.608,0.0176,0.18797169612017578
304,-0.7488,0.0272,0.18797169612017578
305,-4.0,-1.0,0.9457384577712227
306,-4.0,-1.0,0.9457384577712227
307,-4.0,-1.0,0.9457384577712227
308,-4.0,-1.0,0.9457384577712227
309,-3.9744,-0.9968,0.9457384577712227
310,-2.2336,0.2512,0.4240203009830219
311,-2.7456,0.6992,0.4240203009830219
312,-2.7712,0.6128,0.4240203009830219
313,-2.5536,0.5712,0.4240203009830219
314,-2.08,0.152,0.4240203009830219
315,-3.936,-0.9904,0.7309288894419229
316,-3.9488,-0.9936,0.7309288894419229
317,-3.9744,-0.9968,0.7309288894419229
318,-4.0,-1.0,0.7309288894419229
319,-3.9232,-0.9904,0.7309288894419229
320,-3.8336,-0.9712,0.5723760145096625
321,-3.7824,-0.9712,0.5723760145096625
322,-3.9104,-0.9872,0.5723760145096625
323,-3.8848,-0.984,0.5723760145096625
324,-3.8464,-0.9808,0.5723760145096625
325,-3.8976,-0.9872,0.6466498344124523
326,-3.6672,-0.9424,0.6466498344124523
327,-3.872,-0.9744,0.6466498344124523
328,-3.9744,-0.9968,0.6466498344124523
329,-3.9104,-0.9872,0.6466498344124523
330,-4.0,-1.0,0.7827579175157428
331,-3.9744,-0.9968,0.7827579175157428
332,-3.9744,-0.9968,0.7827579175157428
333,-3.9488,-0.9936,0.7827579175157428
334,-3.8336,-0.9744,0.7827579175157428
335,-4.0,-1.0,1.0760452936273888
336,-4.0,-1.0,1.0760452936273888
337,-4.0,-1.0,1.0760452936273888
338,-4.0,-1.0,1.0760452936273888
339,-4.0,-1.0,1.0760452936273888
340,-4.0,-1.0,0.8664176521980054
341,-3.9488,-0.9936,0.8664176521980054
342,-3.9744,-0.9968,0.8664176521980054
343,-3.9744,-0.9968,0.8664176521980054
344,-4.0,-1.0,0.8664176521980054
345,-3.6416,-0.9424,0.5074712982280544
346,-3.4624,-0.8912,0.5074712982280544
347,-3.5136,-0.9232,0.5074712982280544
348,-3.6928,-0.952,0.5074712982280544
349,-3.488,-0.92,0.5074712982280544
350,-0.8896,0.0336,0.23325695620243495
351,-0.9408,-0.0016,0.23325695620243495
352,-0.8896,0.0816,0.23325695620243495
353,-1.3504,0.1008,0.23325695620243495
354,-1.1328,0.0176,0.23325695620243495
355,-3.9744,0.9968,1.0342763102205565
356,-4.0,1.0,1.0342763102205565
357,-4.0,1.0,1.0342763102205565
358,-4.0,1.0,1.0342763102205565
359,-4.0,1.0,1.0342763102205565
360,-3.9232,0.9904,1.0292967857235735
361,-4.0,1.0,1.0292967857235735
362,-4.0,1.0,1.0292967857235735
363,-4.0,1.0,1.0292967857235735
364,-4.0,1.0,1.0292967857235735
365,-1.1328,0.1072,0.27737455759940055
366,-1.568,0.152,0.27737455759940055
367,-1.4784,-0.0176,0.27737455759940055
368,-1.2096,0.1296,0.27737455759940055
369,-1.4144,-0.0944,0.27737455759940055
370,-4.0,-1.0,1.0804964872813851
371,-4.0,-1.0,1.0804964872813851
372,-4.0,-1.0,1.0804964872813851
373,-3.9744,-0.9968,1.0804964872813851
374,-4.0,-1.0,1.0804964872813851
375,-3.2576,-0.8592,0.47101591818507427
376,-3.2064,-0.8112,0.47101591818507427
377,-3.4752,-0.9168,0.47101591818507427
378,-3.232,-0.8624,0.47101591818507427
379,-3.232,-0.84,0.47101591818507427
380,-0.4032,-0.0016,0.07303065989044856
381,-0.4672,-0.0048,0.07303065989044856
382,-0.288,0.0112,0.07303065989044856
383,-0.3776,0.0624,0.07303065989044856
384,-0.1472,-0.008,0.07303065989044856
385,-4.0,-1.0,0.7907578118194327
386,-4.0,-1.0,0.7907578118194327
387,-3.9744,-0.9968,0.7907578118194327
388,-4.0,-1.0,0.7907578118194327
389,-3.9744,-0.9968,0.7907578118194327
390,-4.0,-1.0,1.0001606824538696
391,-4.0,-1.0,1.0001606824538696
392,-4.0,-1.0,1.0001606824538696
393,-4.0,-1.0,1.0001606824538696
394,-4.0,-1.0,1.0001606824538696
395,-3.9488,-0.9936,0.7452600123477053
396,-3.9488,-0.9936,0.7452600123477053
397,-3.9744,-0.9968,0.7452600123477053
398,-3.9488,-0.9936,0.7452600123477053
399,-3.9616,-0.9936,0.7452600123477053
400,-2.2592,-0.3888,0.3911878789652207
401,-2.0672,-0.0528,0.3911878789652207
402,-2.3232,-0.024,0.3911878789652207
403,-2.3232,0.2448,0.3911878789652207
404,-1.9392,0.0976,0.3911878789652207
405,-3.7696,0.9712,0.5346314575129932
406,-3.7568,0.968,0.5346314575129932
407,-3.7312,0.9616,0.5346314575129932
408,-3.68,0.9552,0.5346314575129932
409,-3.7952,0.9744,0.5346314575129932
410,-3.9744,0.9968,0.8910072399071834
411,-4.0,1.0,0.8910072399071834
412,-4.0,1.0,0.8910072399071834
413,-4.0,1.0,0.8910072399071834
414,-4.0,1.0,0.8910072399071834
415,-3.8592,0.9808,0.6927768695702553
416,-3.8848,0.984,0.6927768695702553
417,-3.8848,0.984,0.6927768695702553
418,-3.872,0.984,0.6927768695702553
419,-3.872,0.984,0.6927768695702553
420,-3.9488,0.9936,0.9013049154189439
421,-4.0,1.0,0.9013049154189439
422,-3.9488,0.9936,0.9013049154189439
423,-4.0,1.0,0.9013049154189439
424,-4.0,1.0,0.9013049154189439
425,-3.8208,0.9776,0.5987774360212414
426,-3.7696,0.968,0.5987774360212414
427,-3.7952,0.9744,0.5987774360212414
428,-3.8336,0.9776,0.5987774360212414
429,-3.8208,0.9744,0.5987774360212414
430,-3.9488,0.9936,0.8469837217126548
431,-3.9744,0.9968,0.8469837217126548
432,-4.0,1.0,0.8469837217126548
433,-3.9488,0.9936,0.8469837217126548
434,-4.0,1.0,0.8469837217126548
435,-1.0048,0.2064,0.2153392962123785
436,-0.9152,0.0688,0.2153392962123785
437,-0.9536,0.1008,0.2153392962123785
438,-0.928,-0.0784,0.2153392962123785
439,-0.7872,0.0432,0.2153392962123785
440,-3.8336,-0.9712,0.6374874646998766
441,-3.872,-0.984,0.6374874646998766
442,-3.872,-0.9808,0.6374874646998766
443,-4.0,-1.0,0.6374874646998766
444,-3.9232,-0.9904,0.6374874646998766
445,-3.8848,-0.984,0.5682640267444423
446,-3.872,-0.984,0.5682640267444423
447,-3.8208,-0.968,0.5682640267444423
448,-3.6928,-0.9584,0.5682640267444423
449,-3.4368,-0.904,0.5682640267444423
450,-4.0,-1.0,0.9465073403571714
451,-4.0,-1.0,0.9465073403571714
452,-4.0,-1.0,0.9465073403571714
453,-4.0,-1.0,0.9465073403571714
454,-4.0,-1.0,0.9465073403571714
455,-3.7696,-0.968,0.5642803737879266
456,-3.7184,-0.9616,0.5642803737879266
457,-3.6416,-0.9232,0.5642803737879266
458,-3.68,-0.952,0.5642803737879266
459,-3.8208,-0.9776,0.5642803737879266
460,-3.9488,-0.9936,0.7362697709635004
461,-3.9488,-0.9936,0.7362697709635004
462,-3.9488,-0.9936,0.7362697709635004
463,-3.9104,-0.9872,0.7362697709635004
464,-3.9232,-0.9904,0.7362697709635004
465,-3.9744,-0.9968,0.9445970415639544
466,-3.9488,-0.9936,0.9445970415639544
467,-3.9744,-0.9968,0.9445970415639544
468,-4.0,-1.0,0.9445970415639544
469,-4.0,-1.0,0.9445970415639544
470,-1.2864,0.0016,0.24685519030341058
471,-1.0176,-0.0528,0.24685519030341058
472,-1.0304,0.0752,0.24685519030341058
473,-1.0688,-0.0208,0.24685519030341058
474,-1.2608,0.0816,0.24685519030341058
475,-3.6672,0.9296,0.5931754866963995
476,-3.9232,0.9904,0.5931754866963995
477,-3.8464,0.9808,0.5931754866963995
478,-3.8208,0.968,0.5931754866963995
479,-3.7184,0.9584,0.5931754866963995
480,-2.2464,0.168,0.41221950447043865
481,-2.3104,-0.1488,0.41221950447043865
482,-2.3872,0.3472,0.41221950447043865
483,-2.08,0.104,0.41221950447043865
484,-2.2848,-0.2064,0.41221950447043865
485,-4.0,-1.0,0.8686149719487553
486,-3.9488,-0.9936,0.8686149719487553
487,-3.9488,-0.9936,0.8686149719487553
488,-4.0,-1.0,0.8686149719487553
489,-3.9616,-0.9936,0.8686149719487553
490,-0.5824,0.0624,0.1563779820157545
491,-0.6464,0.0464,0.1563779820157545
492,-0.5568,0.1008,0.1563779820157545
493,-0.7872,0.0304,0.1563779820157545
494,-0.608,-0.0208,0.1563779820157545
495,-0.8768,0.0464,0.1768651172721252
496,-0.6592,0.056,0.1768651172721252
497,-0.8768,0.1008,0.1768651172721252
498,-0.8,-0.0304,0.1768651172721252
499,-0.928,0.136,0.1768651172721252
